"","date","country","credit","gdp","inf","stock","yield","global_factor","fin_factor","iv1","iv2","q","year","NFCI","EPU","USRECD","USUN"
"4330",1962-07-01,"Iceland",0.463626021074653,47.0676116943359,0.0745331943035126,NA,NA,2.47872126283085,-2.78420332656722,-0.738432162553683,0.0954873991525521,"3","1962",NA,NA,NA,1.01841384800697
"4331",1962-10-01,"Iceland",0.439618805093347,48.2789001464844,0.0776387453079224,NA,NA,0.674506121025466,-2.36480578835436,-0.195868818776405,1.1619894599682,"4","1962",NA,NA,NA,0.990355532901204
"4332",1963-01-01,"Iceland",0.444484221488075,49.4786720275879,0.0795020759105682,NA,NA,-1.91308918989901,1.06425210354659,-1.11836852328662,0.283483011274756,"1","1963",NA,NA,NA,0.847854725487822
"4333",1963-04-01,"Iceland",0.468671731064366,50.670238494873,0.0813654065132141,NA,NA,-2.8840734214833,-1.84017602204132,2.57986051325544,-1.50744859907814,"2","1963",NA,NA,NA,0.739862910355352
"4334",1963-07-01,"Iceland",0.489706217260544,51.9478759765625,0.08322873711586,NA,NA,-2.55119001698033,-1.74770393096166,1.10792385894531,-0.413215564429665,"3","1963",NA,NA,NA,0.693523575063412
"4335",1963-10-01,"Iceland",0.434971862067254,53.3098602294922,0.0900609418749809,NA,NA,-1.90300116009193,-2.76724587036596,1.93331435745101,0.383450976985987,"4","1963",NA,NA,NA,0.649901098718094
"4336",1964-01-01,"Iceland",0.415993508895985,54.6584091186523,0.0950298234820366,NA,NA,-3.26399847380356,0.423934469667595,2.72657533447442,0.270044038264433,"1","1964",NA,NA,NA,0.616909658576451
"4337",1964-04-01,"Iceland",0.41790710570625,56.0056114196777,0.100619815289974,NA,NA,-1.04547649288634,-2.29637475474151,2.83787550489352,0.652992584916032,"2","1964",NA,NA,NA,0.598738930438505
"4338",1964-07-01,"Iceland",0.439952320841263,57.1204109191895,0.101240925490856,NA,NA,-1.08709932362484,-1.69804956321385,4.60365314464012,-0.490469203193094,"3","1964",NA,NA,NA,0.608848741336
"4339",1964-10-01,"Iceland",0.43121999319616,57.992244720459,0.101862035691738,NA,NA,-0.314664341069851,-2.85478353998018,2.51972045607107,1.74728832004882,"4","1964",NA,NA,NA,0.633453543260148
"4340",1965-01-01,"Iceland",0.441654378922263,58.860107421875,0.104346476495266,NA,NA,-0.844040498895699,0.264815876851202,5.71304575786449,-0.597102216887124,"1","1965",NA,NA,NA,0.684729653504992
"4341",1965-04-01,"Iceland",0.460869997794928,59.7176971435547,0.10558869689703,NA,NA,1.35854374620654,-1.39494679817615,5.97742065170838,-0.53747995385651,"2","1965",NA,NA,NA,0.757150191058151
"4342",1965-07-01,"Iceland",0.478088137317143,60.9819107055664,0.106830917298794,NA,NA,1.6757239629954,-1.36818074415667,4.7912353134805,1.69395804108569,"3","1965",NA,NA,NA,0.767078077139638
"4343",1965-10-01,"Iceland",0.493959617079308,62.6744499206543,0.111178681254387,NA,NA,-0.205675685797864,-3.07873730804284,6.01019015210404,-0.435214258961067,"4","1965",NA,NA,NA,0.769444340912359
"4344",1966-01-01,"Iceland",0.490857819741805,64.3448944091797,0.113663122057915,NA,NA,-1.88155725418826,0.372731700152022,6.20880131895224,0.502226850090356,"1","1966",NA,NA,NA,0.810222713735031
